,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,promedio final,aprobado/reprobado,desempeño,habitos,parental_lv_edu_ord,lunch_ord,test_preparation_ord,condiciones
965,female,group D,some college,standard,none,62,70,72,68.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
966,male,group A,some high school,standard,completed,66,68,64,66.0,Reprobado,Bajo,Buenos,0,1,1,Regulares
967,male,group C,some college,standard,none,63,63,60,62.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
968,female,group E,associate's degree,standard,none,68,76,67,70.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
969,female,group B,bachelor's degree,standard,none,75,84,80,79.66666666666667,Aprobado,Bajo,Regulares,2,1,0,Regulares
970,female,group D,bachelor's degree,standard,none,89,100,100,96.33333333333333,Aprobado,Alto,Regulares,2,1,0,Regulares
971,male,group C,some high school,standard,completed,78,72,69,73.0,Aprobado,Bajo,Buenos,0,1,1,Regulares
972,female,group A,high school,free/reduced,completed,53,50,60,54.333333333333336,Reprobado,Bajo,Regulares,0,0,1,Regulares
973,female,group D,some college,free/reduced,none,49,65,61,58.333333333333336,Reprobado,Bajo,Malos,1,0,0,Regulares
974,female,group A,some college,standard,none,54,63,67,61.333333333333336,Reprobado,Bajo,Regulares,1,1,0,Regulares
975,female,group C,some college,standard,completed,64,82,77,74.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
976,male,group B,some college,free/reduced,completed,60,62,60,60.666666666666664,Reprobado,Bajo,Regulares,1,0,1,Regulares
977,male,group C,associate's degree,standard,none,62,65,58,61.666666666666664,Reprobado,Bajo,Regulares,1,1,0,Regulares
978,male,group D,high school,standard,completed,55,41,48,48.0,Reprobado,Bajo,Buenos,0,1,1,Regulares
979,female,group C,associate's degree,standard,none,91,95,94,93.33333333333333,Aprobado,Alto,Regulares,1,1,0,Regulares
980,female,group B,high school,free/reduced,none,8,24,23,18.333333333333332,Reprobado,Bajo,Malos,0,0,0,Limitantes
981,male,group D,some high school,standard,none,81,78,78,79.0,Aprobado,Bajo,Regulares,0,1,0,Regulares
982,male,group B,some high school,standard,completed,79,85,86,83.33333333333333,Aprobado,Bajo,Buenos,0,1,1,Regulares
983,female,group A,some college,standard,completed,78,87,91,85.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
984,female,group C,some high school,standard,none,74,75,82,77.0,Aprobado,Bajo,Regulares,0,1,0,Regulares
985,male,group A,high school,standard,none,57,51,54,54.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
986,female,group C,associate's degree,standard,none,40,59,51,50.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
987,male,group E,some high school,standard,completed,81,75,76,77.33333333333333,Aprobado,Bajo,Buenos,0,1,1,Regulares
988,female,group A,some high school,free/reduced,none,44,45,45,44.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
989,female,group D,some college,free/reduced,completed,67,86,83,78.66666666666667,Aprobado,Bajo,Regulares,1,0,1,Regulares
990,male,group E,high school,free/reduced,completed,86,81,75,80.66666666666667,Aprobado,Bajo,Regulares,0,0,1,Regulares
991,female,group B,some high school,standard,completed,65,82,78,75.0,Aprobado,Bajo,Buenos,0,1,1,Regulares
992,female,group D,associate's degree,free/reduced,none,55,76,76,69.0,Reprobado,Bajo,Malos,1,0,0,Regulares
993,female,group D,bachelor's degree,free/reduced,none,62,72,74,69.33333333333333,Reprobado,Bajo,Malos,2,0,0,Regulares
994,male,group A,high school,standard,none,63,63,62,62.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
995,female,group E,master's degree,standard,completed,88,99,95,94.0,Aprobado,Alto,Buenos,2,1,1,Optimas
996,male,group C,high school,free/reduced,none,62,55,55,57.333333333333336,Reprobado,Bajo,Malos,0,0,0,Limitantes
997,female,group C,high school,free/reduced,completed,59,71,65,65.0,Reprobado,Bajo,Regulares,0,0,1,Regulares
998,female,group D,some college,standard,completed,68,78,77,74.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
999,female,group D,some college,free/reduced,none,77,86,86,83.0,Aprobado,Bajo,Malos,1,0,0,Regulares
